"","period","month","Month","day","year","plot","stake","treatment","species","sex","reprod","vagina","nipples","lactation","pregnant","testes","hfl","wgt","tag"
"3887",214,"12","Dec",2,1995,12,72,"control","DM","M",NA,NA,NA,NA,NA,"S",37,44,"4DF0AC"
"3888",214,"12","Dec",3,1995,4,16,"control","DM","M",NA,NA,NA,NA,NA,"R",38,53,"0D373C"
"3889",214,"12","Dec",3,1995,14,23,"control","DM","M",NA,NA,NA,NA,NA,"S",37,51,"1F4110"
"3890",214,"12","Dec",3,1995,15,33,"exclosure","DM","M",NA,NA,NA,NA,NA,"S",39,47,"1E9A66"
"3891",214,"12","Dec",3,1995,4,61,"control","DM","M",NA,NA,NA,NA,NA,"R",37,40,"2680BB"
"3892",214,"12","Dec",3,1995,11,61,"control","DM","M",NA,NA,NA,NA,NA,"S",36,50,"4D79AA"
"3893",215,"12","Dec",21,1995,2,16,"control","DM","M",NA,NA,NA,NA,NA,"R",35,42,"19505D"
"3894",215,"12","Dec",21,1995,22,33,"control","DM","M",NA,NA,NA,NA,NA,"R",38,57,"15E46F"
"3895",215,"12","Dec",22,1995,11,42,"control","DM","M",NA,NA,NA,NA,NA,"S",37,48,"4D6CF4"
"3896",215,"12","Dec",22,1995,9,55,"spectabs","DM","M",NA,NA,NA,NA,NA,"R",38,48,"194F73"
"3897",215,"12","Dec",22,1995,11,66,"control","DM","M",NA,NA,NA,NA,NA,"R",35,48,"4D79AA"
"3898",216,"1","Jan",27,1996,17,33,"control","DM","M",NA,NA,NA,NA,NA,"S",37,42,"3C5B8C"
"3899",216,"1","Jan",27,1996,2,36,"control","DM","M",NA,NA,NA,NA,NA,"R",35,46,"90"
"3900",216,"1","Jan",27,1996,17,57,"control","DM","M",NA,NA,NA,NA,NA,"R",36,58,"346"
"3901",216,"1","Jan",27,1996,22,77,"control","DM","M",NA,NA,NA,NA,NA,"R",39,44,"328"
"3902",216,"1","Jan",27,1996,17,77,"control","DM","M",NA,NA,NA,NA,NA,"S",38,55,"0D0101"
"3903",216,"1","Jan",28,1996,4,41,"control","DM","M",NA,NA,NA,NA,NA,"S",36,46,"0E012C"
"3904",216,"1","Jan",28,1996,14,52,"control","DM","M",NA,NA,NA,NA,NA,"R",38,54,"1455B0"
"3905",216,"1","Jan",28,1996,8,71,"control","DM","M",NA,NA,NA,NA,NA,"R",37,53,"0D4224"
"3906",216,"1","Jan",28,1996,9,74,"spectabs","DM","M",NA,NA,NA,NA,NA,"R",38,56,"0D858C"
"3907",216,"1","Jan",28,1996,14,74,"control","DM","M",NA,NA,NA,NA,NA,"S",36,53,"15F30A"
"3908",217,"2","Feb",24,1996,2,32,"control","DM","M",NA,NA,NA,NA,NA,"R",40,55,"4DE7E9"
"3909",217,"2","Feb",25,1996,14,55,"control","DM","M",NA,NA,NA,NA,NA,"S",38,52,"15F30A"
"3910",217,"2","Feb",25,1996,8,62,"control","DM","M",NA,NA,NA,NA,NA,"M",38,51,"0D4224"
"3911",217,"2","Feb",25,1996,14,71,"control","DM","M",NA,NA,NA,NA,NA,"M",36,48,"0DFE55"
"3912",218,"3","Mar",23,1996,17,44,"control","DM","M",NA,NA,NA,NA,NA,"S",37,45,"3C5B8C"
"3913",218,"3","Mar",23,1996,2,51,"control","DM","M",NA,NA,NA,NA,NA,"S",38,44,"144579"
"3914",218,"3","Mar",23,1996,22,63,"control","DM","M",NA,NA,NA,NA,NA,"M",36,53,"4DE5D2"
"3915",218,"3","Mar",24,1996,14,31,"control","DM","M",NA,NA,NA,NA,NA,"S",37,51,"1455B0"
"3916",218,"3","Mar",24,1996,11,36,"control","DM","M",NA,NA,NA,NA,NA,"M",39,53,"14563F"
"3917",219,"4","Apr",14,1996,12,51,"control","DM","M",NA,NA,NA,NA,NA,"S",37,52,"4E15C1"
"3918",219,"4","Apr",14,1996,17,63,"control","DM","M",NA,NA,NA,NA,NA,"M",38,51,"0D0101"
"3919",219,"4","Apr",15,1996,11,17,"control","DM","M",NA,NA,NA,NA,NA,"S",34,49,"0DF640"
"3920",219,"4","Apr",15,1996,4,22,"control","DM","M",NA,NA,NA,NA,NA,"S",36,50,"1F5407"
"3921",219,"4","Apr",15,1996,4,27,"control","DM","M",NA,NA,NA,NA,NA,"S",37,44,"0D4F15"
"3922",219,"4","Apr",15,1996,15,44,"exclosure","DM","M",NA,NA,NA,NA,NA,"S",38,35,"1DF953"
"3923",219,"4","Apr",15,1996,11,46,"control","DM","M",NA,NA,NA,NA,NA,"S",36,51,"4E15C1"
"3924",219,"4","Apr",15,1996,9,61,"spectabs","DM","M",NA,NA,NA,NA,NA,"S",33,46,"194F73"
"3925",220,"5","May",23,1996,2,26,"control","DM","M",NA,NA,NA,NA,NA,"S",38,53,"0D373C"
"3926",220,"5","May",23,1996,12,37,"control","DM","M",NA,NA,NA,NA,NA,"S",38,54,"0DF1C9"
"3927",220,"5","May",23,1996,12,44,"control","DM","M",NA,NA,NA,NA,NA,"S",32,53,"4E15C1"
"3928",220,"5","May",23,1996,17,47,"control","DM","M",NA,NA,NA,NA,NA,"S",36,49,"195773"
"3929",220,"5","May",23,1996,17,54,"control","DM","M",NA,NA,NA,NA,NA,"S",38,45,"3C5B8C"
"3930",220,"5","May",24,1996,14,11,"control","DM","M",NA,NA,NA,NA,NA,"S",37,51,"1F4110"
"3931",220,"5","May",24,1996,14,15,"control","DM","M",NA,NA,NA,NA,NA,"S",39,56,"0D71AC"
"3932",220,"5","May",24,1996,4,41,"control","DM","M",NA,NA,NA,NA,NA,"S",36,47,"0E012C"
"3933",220,"5","May",24,1996,4,47,"control","DM","M",NA,NA,NA,NA,NA,"S",37,47,"0D4F15"
"3934",220,"5","May",24,1996,14,52,"control","DM","M",NA,NA,NA,NA,NA,"S",37,49,"15F30A"
"3935",221,"6","Jun",13,1996,17,22,"control","DM","M",NA,NA,NA,NA,NA,"S",39,42,"96939A"
"3936",221,"6","Jun",13,1996,12,41,"control","DM","M",NA,NA,NA,NA,NA,"S",37,51,"4E15C1"
"3937",221,"6","Jun",13,1996,17,53,"control","DM","M",NA,NA,NA,NA,NA,"S",37,49,"3C5B8C"
"3938",221,"6","Jun",13,1996,17,77,"control","DM","M",NA,NA,NA,NA,NA,"S",37,50,"195773"
"3939",221,"6","Jun",14,1996,4,16,"control","DM","M",NA,NA,NA,NA,NA,"S",38,52,"1F5407"
"3940",221,"6","Jun",14,1996,4,31,"control","DM","M",NA,NA,NA,NA,NA,"S",36,48,"0D0120"
"3941",221,"6","Jun",14,1996,9,45,"spectabs","DM","M",NA,NA,NA,NA,NA,"S",38,49,"194F73"
"3942",221,"6","Jun",14,1996,4,67,"control","DM","M",NA,NA,NA,NA,NA,"S",38,46,"624D67"
"3943",222,"7","Jul",21,1996,4,24,"control","DM","M",NA,NA,NA,NA,NA,"S",40,51,"1F5407"
"3944",222,"7","Jul",21,1996,15,32,"exclosure","DM","M",NA,NA,NA,NA,NA,"S",38,46,"1DF953"
"3945",222,"7","Jul",21,1996,4,51,"control","DM","M",NA,NA,NA,NA,NA,"S",37,47,"0E012C"
"3946",222,"7","Jul",21,1996,9,56,"spectabs","DM","M",NA,NA,NA,NA,NA,"S",37,45,"4E0D5C"
"3947",222,"7","Jul",21,1996,11,73,"control","DM","M",NA,NA,NA,NA,NA,"S",37,39,"704034"
"3948",222,"7","Jul",21,1996,4,76,"control","DM","M",NA,NA,NA,NA,NA,"S",38,45,"136A2C"
"3949",223,"8","Aug",15,1996,4,31,"control","DM","M",NA,NA,NA,NA,NA,"S",37,52,"1F5407"
"3950",223,"8","Aug",15,1996,9,56,"spectabs","DM","M",NA,NA,NA,NA,NA,"S",36,47,"194F73"
"3951",224,"9","Sept",21,1996,17,12,"control","DM","M",NA,NA,NA,NA,NA,"R",36,48,"96939A"
"3952",224,"9","Sept",22,1996,4,11,"control","DM","M",NA,NA,NA,NA,NA,"S",36,54,"1F5407"
"3953",224,"9","Sept",22,1996,15,24,"exclosure","DM","M",NA,NA,NA,NA,NA,"S",38,48,"1DF953"
"3954",224,"9","Sept",22,1996,9,51,"spectabs","DM","M",NA,NA,NA,NA,NA,"S",36,49,"4E0D5C"
"3955",225,"10","Oct",12,1996,12,11,"control","DM","M",NA,NA,NA,NA,NA,"S",39,46,"14B518"
"3956",225,"10","Oct",12,1996,2,16,"control","DM","M",NA,NA,NA,NA,NA,"S",38,50,"70F5C1"
"3957",225,"10","Oct",13,1996,14,21,"control","DM","M",NA,NA,NA,NA,NA,"S",37,45,"70081E"
"3958",225,"10","Oct",13,1996,4,46,"control","DM","M",NA,NA,NA,NA,NA,"S",37,48,"0D4F15"
"3959",225,"10","Oct",13,1996,9,53,"spectabs","DM","M",NA,NA,NA,NA,NA,"S",36,47,"4E0D5C"
"3960",226,"11","Nov",16,1996,12,21,"control","DM","M",NA,NA,NA,NA,NA,"S",36,48,"14B518"
"3961",226,"11","Nov",17,1996,4,24,"control","DM","M",NA,NA,NA,NA,NA,"R",36,51,"1F5407"
"3962",226,"11","Nov",17,1996,9,42,"spectabs","DM","M",NA,NA,NA,NA,NA,"S",37,43,"4E0D5C"
"3963",227,"12","Dec",18,1996,2,36,"control","DM","M",NA,NA,NA,NA,NA,"S",35,45,"296C83"
"3964",227,"12","Dec",18,1996,12,66,"control","DM","M",NA,NA,NA,NA,NA,"R",38,50,"9685FC"
"3965",227,"12","Dec",19,1996,9,13,"spectabs","DM","M",NA,NA,NA,NA,NA,"R",36,46,"14C07B"
"3966",227,"12","Dec",19,1996,14,42,"control","DM","M",NA,NA,NA,NA,NA,"R",35,50,"70081E"
"3967",227,"12","Dec",19,1996,9,72,"spectabs","DM","M",NA,NA,NA,NA,NA,"S",36,49,"4E0D5C"
"3968",227,"12","Dec",19,1996,4,76,"control","DM","M",NA,NA,NA,NA,NA,"S",37,51,"0E012C"
"3969",228,"2","Feb",8,1997,1,25,"spectabs","DM","M",NA,NA,NA,NA,NA,"S",36,42,"14CAAD"
"3970",228,"2","Feb",8,1997,12,31,"control","DM","M",NA,NA,NA,NA,NA,"S",38,44,"2A67E9"
"3971",228,"2","Feb",8,1997,17,35,"control","DM","M",NA,NA,NA,NA,NA,"S",38,48,"96939A"
"3972",228,"2","Feb",8,1997,12,75,"control","DM","M",NA,NA,NA,NA,NA,"S",36,51,"9685FC"
"3973",228,"2","Feb",9,1997,9,11,"spectabs","DM","M",NA,NA,NA,NA,NA,"S",37,45,"14C07B"
"3974",228,"2","Feb",9,1997,4,27,"control","DM","M",NA,NA,NA,NA,NA,"S",36,48,"0E012C"
"3975",228,"2","Feb",9,1997,11,35,"control","DM","M",NA,NA,NA,NA,NA,"S",37,43,"1DF011"
"3976",228,"2","Feb",9,1997,9,62,"spectabs","DM","M",NA,NA,NA,NA,NA,"S",36,47,"4E0D5C"
"3977",229,"3","Mar",15,1997,2,12,"control","DM","M",NA,NA,NA,NA,NA,"M",34,51,"2661"
"3978",229,"3","Mar",15,1997,22,14,"control","DM","M",NA,NA,NA,NA,NA,"S",37,54,"2619"
"3979",229,"3","Mar",15,1997,17,23,"control","DM","M",NA,NA,NA,NA,NA,"S",37,50,"64C60C"
